date,pond,line,trap,mass,svl,tl,age_sex,gill nubs,comment,Overall Severity,Back Left Deformity?,Back Right Deformity?,Back Left Extra Toes,Back Right Extra Toes,Back Left Extra Limbs,Back Right Extra Limbs,Back Left Fused Limbs,Back Right Fused Limbs,Back Left Fused Toes,Back Right Fused Toes,Front Left Deformity?,Front Right Deformity?,Front Left Extra Toes,Front Right Extra Toes,Front Left Extra Limbs,Front Right Extra Limbs,Front Left Fused Limbs,Front Right Fused Limbs,Front Right Fused Toes,Front Left Fused Toes,extra_toes,extra_limbs,fused_limbs,fused_toes,sum_deformity
8/18/2024,Ellicott (inner),6,B,2.2,43,86,metamorph,1,extra back right foot,,,1,,,,1,,,,,,,,,,,,,,,0,1,0,0,1
8/19/2024,Ellicott (inner),2,A,1.95,43,74,metamorph,0,back left leg fused to body,,1,,,,,,1,,,,,,,,,,,,,,0,0,1,0,1
8/19/2024,Ellicott (inner),4,B,2.65,43,89,metamorph,1,extra back right foot,,,1,,,,1,,,,,,,,,,,,,,,0,1,0,0,1
8/19/2024,Ellicott (inner),1,A,1.74,42,80,metamorph,0,extra back left leg,,1,,,,1,,,,,,,,,,,,,,,,0,1,0,0,1
8/19/2024,Ellicott (inner),1,A,1.48,42,71,metamorph,0,small extra back right foot,,,1,,,,1,,,,,,,,,,,,,,,0,1,0,0,1
8/21/2024,Ellicott (inner),2,A,2.53,43,90,metamorph,1,extra back left leg,,1,,,,1,,,,,,,,,,,,,,,,0,1,0,0,1
8/21/2024,Ellicott (inner),3,B,2.63,42,91,metamorph,1,front left foot with large nub between middle fingers,,,,,,,,,,,,1,,,,,,,,,,1,0,0,0,1
8/21/2024,Ellicott (inner),4,B,2.77,45,92,metamorph,1,extra back left foot,,1,,,,1,,,,,,,,,,,,,,,,0,1,0,0,1
8/22/2024,Ellicott (inner),3,B,2.25,43,86,metamorph,1,back left leg fused to body,,1,,,,,,1,,,,,,,,,,,,,,0,0,1,0,1
8/24/2024,Ellicott (inner),4,A,2.27,45,88,metamorph,0,extra back left foot; back left leg fused to body,,1,,,,1,,1,,,,,,,,,,,,,,0,1,1,0,2
11/2/2024,Ellicott (inner),2,A,1.4,42,80,metamorph,1,cysts on gills; back left leg fused; no yellow coloration,,1,,,,,,1,,,,,,,,,,,,,,0,0,1,0,1
6/19/2024,Prospect,4,B,3.2,45,91,metamorph,1,extra left and right foot,,1,1,,,1,1,,,,,,,,,,,,,,,0,2,0,0,2
6/25/2024,Prospect,4,B,3.6,45,91,metamorph,1,no left eye; extra back left foot,,1,,,,1,,,,,,,,,,,,,,,,0,1,0,0,1
7/7/2024,Prospect,2,B,1.71,47,79,metamorph,0,TL tail damage; both hind legs fused to body,,1,1,,,,,1,1,,,,,,,,,,,,,0,0,2,0,2
8/23/2024,Ellicott (inner),3,B,2.74,44,90,metamorph,1,extra back left foot; back left leg fused to body,,1,,,,1,,1,,,,,,,,,,,,,,0,1,1,0,2
8/23/2024,Ellicott (inner),8,A,2.01,43,81,metamorph,0,extra back right foot; back right leg is fused,,,1,,,,1,,1,,,,,,,,,,,,,0,1,1,0,2
7/12/2024,Ellicott (inner),2,A,2.49,44,86,metamorph,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
7/12/2024,Ellicott (inner),2,B,2.5,44,84,metamorph,1,back left limb regenerating,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
7/14/2024,Ellicott (inner),2,A,2.38,40,74,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
7/15/2024,Ellicott (inner),1,B,3.01,44,91,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
7/16/2024,Ellicott (inner),5,A,2.47,42,85,metamorph,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
7/16/2024,Ellicott (inner),5,A,2.27,42,81,metamorph,1,TL tail damage,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
7/16/2024,Ellicott (inner),5,B,1.94,42,71,metamorph,0,TL tail damage,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
7/16/2024,Ellicott (inner),5,B,2.39,43,84,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
7/17/2024,Ellicott (inner),6,B,2.9,43,84,metamorph,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
7/17/2024,Ellicott (inner),3,A,2.6,43,92,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
7/18/2024,Ellicott (inner),6,B,2.61,41,63,metamorph,1,TL tail damage,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
7/19/2024,Ellicott (inner),5,A,2.71,44,83,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
7/19/2024,Ellicott (inner),5,B,2.36,42,90,metamorph,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
7/19/2024,Ellicott (inner),2,A,2.72,40,92,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
7/19/2024,Ellicott (inner),3,A,2.47,43,83,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
7/19/2024,Ellicott (inner),3,A,2.34,40,88,metamorph,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
7/20/2024,Ellicott (inner),5,A,2.72,42,86,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
7/20/2024,Ellicott (inner),2,A,2.27,41,85,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
7/21/2024,Ellicott (inner),2,A,2.32,41,83,metamorph,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
7/21/2024,Ellicott (inner),2,A,2.05,42,84,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
7/22/2024,Ellicott (inner),2,A,2.34,40,86,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
7/22/2024,Ellicott (inner),2,B,2.5,46,91,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
7/25/2024,Ellicott (inner),7,B,1.95,40,78,metamorph,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
7/25/2024,Ellicott (inner),5,A,2.8,44,89,metamorph,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
7/26/2024,Ellicott (inner),6,A,1.59,37,58,metamorph,0,TL tail damage,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
7/28/2024,Ellicott (inner),3,A,2.07,44,69,metamorph,0,TL tail damage,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
7/30/2024,Ellicott (inner),8,A,2.34,42,70,metamorph,1,TL tail damage,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
7/31/2024,Ellicott (inner),3,A,2.92,44,92,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
7/31/2024,Ellicott (inner),8,A,2.21,45,85,metamorph,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
7/31/2024,Ellicott (inner),6,A,2.18,41,55,metamorph,1,TL tail damage,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/2/2024,Ellicott (inner),3,B,2.49,44,80,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/2/2024,Ellicott (inner),6,B,1.97,45,89,metamorph,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/3/2024,Ellicott (inner),7,B,2.21,44,82,metamorph,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/6/2024,Ellicott (inner),1,A,1.85,42,75,metamorph,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/7/2024,Ellicott (inner),2,A,1.68,43,77,metamorph,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/7/2024,Ellicott (inner),3,A,2.62,43,87,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/7/2024,Ellicott (inner),5,B,2.06,44,83,metamorph,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/8/2024,Ellicott (inner),2,A,1.68,42,74,metamorph,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/9/2024,Ellicott (inner),4,B,2.5,41,82,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/10/2024,Ellicott (inner),3,A,2.62,42,87,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/12/2024,Ellicott (inner),3,A,3,41,87,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/12/2024,Ellicott (inner),3,B,2.77,45,90,metamorph,1,dorsal fin still reabsorbing,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/12/2024,Ellicott (inner),5,B,2.37,46,85,metamorph,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/13/2024,Ellicott (inner),3,A,2.55,43,87,metamorph,1,tail damage not affecting TL,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/13/2024,Ellicott (inner),3,B,2.16,42,86,metamorph,1,tail damage not affecting TL,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/13/2024,Ellicott (inner),7,B,2.39,43,91,metamorph,0,tail damage not affecting TL,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/13/2024,Ellicott (inner),8,A,1.73,41,78,metamorph,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/15/2024,Ellicott (inner),2,A,3.08,45,92,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/15/2024,Ellicott (inner),2,A,1.81,40,86,metamorph,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/15/2024,Ellicott (inner),3,A,2.4,42,85,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/15/2024,Ellicott (inner),8,B,1.6,39,77,metamorph,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/16/2024,Ellicott (inner),2,A,2.76,43,87,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/16/2024,Ellicott (inner),3,A,3.01,44,95,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/16/2024,Ellicott (inner),3,B,2.88,44,83,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/16/2024,Ellicott (inner),3,B,2.58,43,86,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/16/2024,Ellicott (inner),3,B,2.99,44,87,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/16/2024,Ellicott (inner),3,B,3.01,41,90,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/17/2024,Ellicott (inner),2,A,1.9,41,83,metamorph,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/17/2024,Ellicott (inner),2,A,2.81,44,96,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/17/2024,Ellicott (inner),2,A,2.93,46,91,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/17/2024,Ellicott (inner),3,A,2.99,40,89,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/17/2024,Ellicott (inner),3,A,2.69,41,83,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/17/2024,Ellicott (inner),8,B,2.63,45,81,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/18/2024,Ellicott (inner),3,B,3.15,46,95,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/18/2024,Ellicott (inner),3,B,2.58,46,77,metamorph,1,TL tail damage,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/18/2024,Ellicott (inner),5,A,3.01,45,88,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/18/2024,Ellicott (inner),5,A,2.99,44,91,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/18/2024,Ellicott (inner),8,A,2.79,44,88,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/18/2024,Ellicott (inner),1,B,2.39,43,83,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/19/2024,Ellicott (inner),2,A,2.87,42,84,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/19/2024,Ellicott (inner),3,A,2.86,42,86,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/19/2024,Ellicott (inner),3,B,2.38,42,69,metamorph,1,TL tail damage,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/19/2024,Ellicott (inner),4,B,2.3,42,84,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/19/2024,Ellicott (inner),8,B,1.74,41,78,metamorph,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/20/2024,Ellicott (inner),2,A,1.81,41,81,metamorph,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/20/2024,Ellicott (inner),4,A,2.45,40,86,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/20/2024,Ellicott (inner),4,B,2.59,41,86,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/20/2024,Ellicott (inner),8,A,2.08,42,82,metamorph,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/21/2024,Ellicott (inner),2,A,2.64,44,87,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/21/2024,Ellicott (inner),2,A,1.96,39,75,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/21/2024,Ellicott (inner),1,B,1.75,41,82,metamorph,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/22/2024,Ellicott (inner),3,A,2.28,42,83,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/22/2024,Ellicott (inner),7,A,2.17,43,87,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/23/2024,Ellicott (inner),3,B,2.86,45,90,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/23/2024,Ellicott (inner),7,B,2.5,43,86,metamorph,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/24/2024,Ellicott (inner),3,A,2.39,44,87,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/24/2024,Ellicott (inner),3,B,1.51,38,67,metamorph,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/24/2024,Ellicott (inner),7,A,1.56,40,68,metamorph,0,tail regeneration,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8/24/2024,Ellicott (inner),7,B,1.58,40,59,metamorph,0,TL tail damage,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
11/2/2024,Ellicott (inner),2,AA,1.9,39,79,juvenile,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
11/2/2024,Ellicott (inner),2,AA,1.7,38,80,juvenile,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
11/2/2024,Ellicott (inner),2,AA,1.9,38,78,juvenile,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
11/2/2024,Ellicott (inner),2,A,2.5,43,87,juvenile,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
11/2/2024,Ellicott (inner),2,A,1.9,35,75,juvenile,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
11/2/2024,Ellicott (inner),2,A,2.4,40,85,juvenile,0,cyst on tail,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
11/2/2024,Ellicott (inner),2,A,1.7,33,65,juvenile,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
11/2/2024,Ellicott (inner),2,A,2,32,70,juvenile,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
11/2/2024,Ellicott (inner),2,A,2,37,80,juvenile,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
11/2/2024,Ellicott (inner),1,B,2.2,42,90,juvenile,0,"""looks a little weird""",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
11/2/2024,Ellicott (inner),1,B,2.6,42,90,juvenile,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
11/2/2024,Ellicott (inner),3,BB,,,,juvenile,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
11/2/2024,Ellicott (inner),3,B,,,,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
11/2/2024,Ellicott (inner),1,A,1.63,40,76,juvenile,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
11/2/2024,Ellicott (inner),1,A,1.59,45,77,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
11/2/2024,Ellicott (inner),1,A,2.22,43,84,juvenile,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
11/2/2024,Ellicott (inner),7,B,2.77,43,90,juvenile,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
11/2/2024,Ellicott (inner),7,A,1.89,42,78,metamorph,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
11/2/2024,Ellicott (inner),6,B,2.24,46,76,juvenile,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
11/3/2024,Ellicott (inner),1,A,2.3,42,87,juvenile,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
11/3/2024,Ellicott (inner),1,A,3.2,45,95,juvenile,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
11/3/2024,Ellicott (inner),8,B,2.7,42,90,juvenile_male,0,swollen cloaca despite small size,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
11/3/2024,Ellicott (inner),3,BB,2.8,43,92,juvenile_male,0,swollen cloaca despite small size,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
11/3/2024,Ellicott (inner),3,B,2.1,45,86,juvenile,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
11/3/2024,Ellicott (inner),2,B,2.4,42,86,juvenile,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
11/3/2024,Ellicott (inner),2,AA,2.3,45,91,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
11/3/2024,Ellicott (inner),2,AA,2.51,46,95,juvenile_male,0,swollen cloaca,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
11/12/2024,Ellicott (inner),8,A,2.58,49,90,juvenile,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
11/12/2024,Ellicott (inner),8,A,2.34,45,89,juvenile_male,0,swollen cloaca but small animal,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
11/12/2024,Ellicott (inner),8,A,2.53,41,83,juvenile,0,cloaca slightly swollen,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
11/12/2024,Ellicott (inner),6,B,1.71,45,75,juvenile,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
11/12/2024,Ellicott (inner),6,B,1.87,34,72,juvenile,0,eating a spider when captured,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
11/12/2024,Ellicott (inner),2,B,1.61,42,75,juvenile,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
11/13/2024,Ellicott (inner),6,B,2.73,45,96,juvenile_male,0,cloaca swollen,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
11/23/2024,Ellicott (inner),3,B,1.96,,,juvenile,0,swollen vent,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
11/23/2024,Ellicott (inner),3,B,1.92,42,82,juvenile,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
11/23/2024,Ellicott (inner),2,B,2.67,54,98,adult_male,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
11/23/2024,Ellicott (inner),8,B,2.26,48,92,juvenile_male,0,swollen vent; back leg length = 15mm,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
11/23/2024,Ellicott (inner),8,A,1.9,47,90,juvenile_male,0,swollen vent; body was irritated and red,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
11/23/2024,Ellicott (inner),5,A,2.99,51,93,adult_male,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
11/25/2024,Ellicott (inner),7,B,2.15,45,88,juvenile,0,swollen cloaca,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
11/25/2024,Ellicott (inner),7,B,2.2,41,83,juvenile,0,swollen cloaca,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
11/25/2024,Ellicott (inner),6,B,2.76,40,96,juvenile,0,swollen cloaca,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
11/25/2024,Ellicott (inner),2,B,1.78,39,79,juvenile,0,swollen cloaca,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
6/18/2024,Ellicott (outer),8,A,2.2,39,81,metamorph,1,gill nubs,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
6/19/2024,Ellicott (outer),8,A,2.6,45,82,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
6/22/2024,Ellicott (outer),7,B,2.9,45,82,metamorph,1,gill nubs; TL tail damage; tail regen,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
6/23/2024,Ellicott (outer),8,A,2.4,42,81,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
6/26/2024,Ellicott (outer),7,A,3.3,44,85,metamorph,1,TL tail damage,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
6/26/2024,Ellicott (outer),7,A,2.6,43,78,metamorph,1,tail regen,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
6/26/2024,Ellicott (outer),8,A,2,42,77,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
6/29/2024,Ellicott (outer),8,A,1.95,40,80,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
6/29/2024,Ellicott (outer),8,A,2.8,44,89,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
6/30/2024,Ellicott (outer),8,B,2.08,42,78,metamorph,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
7/2/2024,Ellicott (outer),7,A,2.6,44,86,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
7/7/2024,Ellicott (outer),7,A,2.73,44,82,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
7/7/2024,Ellicott (outer),7,B,2.17,41,78,metamorph,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
7/7/2024,Ellicott (outer),8,A,2.14,39,73,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
7/12/2024,Ellicott (outer),7,A,2.4,43,81,metamorph,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
7/17/2024,Ellicott (outer),7,A,2.17,42,68,metamorph,0,TL tail damage,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
7/18/2024,Ellicott (outer),8,A,2.02,43,83,metamorph,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
